GeoName,Year,All industry total,Personal income (thousands of dollars),Population (persons) 3/,Total employment,Wages and salaries
"Vanderburgh, IN",2020,0.116676007,0.15201892,0.179671766,0.170069268,0.137842046
"Vermillion, IN",2020,0.008009938,0.006217392,0.009773269,0.005610583,0.004750096
"Vigo, IN",2020,0.047141535,0.072005053,0.10322043,0.075840873,0.054663179
"Wabash, IN",2020,0.011072371,0.019592044,0.025768794,0.018706027,0.011542226
"Warren, IN",2020,0.001177558,0.001998492,0.002577497,0.001759943,0.001105375
"Warrick, IN",2020,0.023526565,0.062833493,0.059826374,0.031802832,0.021730929
"Washington, IN",2020,0.005347555,0.015770513,0.022993503,0.010552851,0.004961766
"Wayne, IN",2020,0.02808833,0.046787998,0.062419324,0.04830791,0.032135298
"Wells, IN",2020,0.010154505,0.017253428,0.02291624,0.016922945,0.010758848
"White, IN",2020,0.009809696,0.015020756,0.019311658,0.014595411,0.009421529
"Whitley, IN",2020,0.014655197,0.024355419,0.029273449,0.021184647,0.014964483
"Adams, IN",2021,0.017754791,0.021595094,0.031012111,0.024675512,0.014089136
"Allen, IN",2021,0.220199653,0.333634187,0.39674625,0.325030094,0.255096441
"Bartholomew, IN",2021,0.067539981,0.072325042,0.079467305,0.075143926,0.072786795
"Benton, IN",2021,0.004230161,0.002333265,0.002818812,0.002410111,0.00139467
"Blackford, IN",2021,0.002322732,0.003254636,0.006279675,0.003026378,0.001988256
"Boone, IN",2021,0.041399291,0.092640021,0.069397456,0.065464228,0.047819503
"Brown, IN",2021,0.001716979,0.008964802,0.009921763,0.004906579,0.001348677
"Carroll, IN",2021,0.006611918,0.011189606,0.01502607,0.008804365,0.004929418
"Cass, IN",2021,0.014391998,0.022806474,0.03271044,0.021762966,0.014587149
"Clark, IN",2021,0.057578775,0.094878394,0.121011127,0.09096797,0.066307389
"Clay, IN",2021,0.006929904,0.013507602,0.021102775,0.011562516,0.006313854
"Clinton, IN",2021,0.014844894,0.018513536,0.02799447,0.01716125,0.011704973
"Crawford, IN",2021,0.00055197,0.001819254,0.004659014,0.001869734,0.000772361
"Daviess, IN",2021,0.013465089,0.023047992,0.028363132,0.021683153,0.012366122
"DeKalb, IN",2021,0.026853023,0.03155044,0.03870637,0.033981002,0.028841584
"Dearborn, IN",2021,0.019192199,0.040024766,0.046552858,0.024141676,0.014898222
"Decatur, IN",2021,0.015431763,0.01643369,0.021053068,0.021085204,0.015929179
"Delaware, IN",2021,0.041565777,0.073761548,0.109758661,0.073736065,0.051555516
"Dubois, IN",2021,0.026835058,0.037802566,0.038971475,0.042861255,0.031351492
"Elkhart, IN",2021,0.182785402,0.17737455,0.208225505,0.216355262,0.209172633
"Fayette, IN",2021,0.004728959,0.01228231,0.018002289,0.008623803,0.005426694
"Floyd, IN",2021,0.030563736,0.069887434,0.077267761,0.053081331,0.0368733
"Fountain, IN",2021,0.003840321,0.007842433,0.010846524,0.006552572,0.003719387
"Franklin, IN",2021,0.004414555,0.014910107,0.01746483,0.008188099,0.003409831
"Fulton, IN",2021,0.006348823,0.010815717,0.014899731,0.009933532,0.005690188
"Gibson, IN",2021,0.032809313,0.022740078,0.027920945,0.030361909,0.02830657
"Grant, IN",2021,0.0241222,0.043508006,0.062352496,0.042795834,0.029079897
"Greene, IN",2021,0.005544244,0.01918099,0.025717259,0.011743078,0.005583577
"Hamilton, IN",2021,0.221621989,0.496233809,0.363833874,0.294950803,0.245073756
"Hancock, IN",2021,0.035534931,0.070452338,0.078561184,0.047156801,0.03246473
"Harrison, IN",2021,0.011281107,0.027805795,0.035028038,0.018018266,0.010347373
"Hendricks, IN",2021,0.084119257,0.156725657,0.179736034,0.136869995,0.092981643
"Henry, IN",2021,0.014060936,0.030262744,0.044574926,0.02104726,0.01261253
"Howard, IN",2021,0.041586455,0.056835137,0.080411741,0.056952949,0.044145051
"Huntington, IN",2021,0.014622171,0.023850234,0.031895449,0.021588946,0.013853468
"Jackson, IN",2021,0.026437453,0.029888434,0.041726082,0.033844926,0.026709301
"Jasper, IN",2021,0.015046165,0.0240291,0.0280856,0.017999948,0.011307087
"Jay, IN",2021,0.008927448,0.010480946,0.014826206,0.01036662,0.005937585
"Jefferson, IN",2021,0.015860657,0.021011614,0.028091813,0.019482389,0.013007311
"Jennings, IN",2021,0.006380399,0.015936102,0.022280214,0.011520647,0.007126206
"Johnson, IN",2021,0.062485089,0.141395511,0.164060663,0.108058565,0.068752884
"Knox, IN",2021,0.01859297,0.025203889,0.031038,0.026736275,0.018207996
"Kosciusko, IN",2021,0.06163457,0.065852391,0.076974696,0.061103261,0.048865269
"LaPorte, IN",2021,0.041899857,0.081234881,0.110281622,0.066734705,0.046414485
"Lagrange, IN",2021,0.018236025,0.028397136,0.035774681,0.028518344,0.018799512
"Lake, IN",2021,0.232535654,0.403657143,0.510881215,0.321463338,0.253472267
"Lawrence, IN",2021,0.013925138,0.031229596,0.04044198,0.023327838,0.014389149
"Madison, IN",2021,0.03948426,0.089151493,0.129432354,0.068846496,0.043804127
"Marion, IN",2021,1,1,1,1,1
"Marshall, IN",2021,0.016326953,0.032094647,0.04161217,0.029540221,0.019132456
"Martin, IN",2021,0.010499241,0.002630979,0.003942402,0.010558957,0.013360469
"Miami, IN",2021,0.009129579,0.017932505,0.031108419,0.014514314,0.008955509
"Monroe, IN",2021,0.07177955,0.110192039,0.138914001,0.117910975,0.085805765
"Montgomery, IN",2021,0.017229249,0.024275671,0.033209583,0.023992516,0.017516399
"Morgan, IN",2021,0.017319594,0.053930962,0.068624923,0.029956299,0.016729941
"Newton, IN",2021,0.00275153,0.006010266,0.008078455,0.00412676,0.002407114
"Noble, IN",2021,0.019057414,0.031092312,0.042900415,0.028134977,0.017983159
"Ohio, IN",2021,0,0,0,0,0
"Orange, IN",2021,0.005532592,0.008619487,0.014311529,0.010579892,0.006165135
"Owen, IN",2021,0.004662541,0.011305616,0.015989147,0.008254828,0.005372997
"Parke, IN",2021,0.003096059,0.00741865,0.010867235,0.005348825,0.002107171
"Perry, IN",2021,0.006804565,0.008164806,0.013798924,0.008519129,0.006048612
"Pike, IN",2021,0.006703915,0.003978457,0.006406015,0.00289161,0.002288636
"Porter, IN",2021,0.075057099,0.161660875,0.17451885,0.106534254,0.077499056
"Posey, IN",2021,0.034877851,0.017896336,0.019817637,0.013387764,0.01210863
"Pulaski, IN",2021,0.006127981,0.005436736,0.006604843,0.006020045,0.004115042
"Putnam, IN",2021,0.010284006,0.02186152,0.032127416,0.0205252,0.012485221
"Randolph, IN",2021,0.00787476,0.014390667,0.019101025,0.011167373,0.006974475
"Ripley, IN",2021,0.011101354,0.017964385,0.023843919,0.018094154,0.014458253
"Rush, IN",2021,0.005618524,0.009299714,0.011087811,0.007430523,0.004282526
"Scott, IN",2021,0.00624888,0.01188214,0.019101025,0.01103784,0.007489873
"Shelby, IN",2021,0.019812164,0.031233947,0.040421268,0.02808264,0.019897688
"Spencer, IN",2021,0.009337832,0.011669133,0.01437677,0.010286806,0.006617569
"St. Joseph, IN",2021,0.149058587,0.230023665,0.27582211,0.202591982,0.159880549
"Starke, IN",2021,0.004120112,0.010298899,0.01800436,0.006434814,0.002967562
"Steuben, IN",2021,0.014603966,0.023998202,0.029693835,0.025308787,0.016256788
"Sullivan, IN",2021,0.008808546,0.009041788,0.015314993,0.00766473,0.00542014
"Switzerland, IN",2021,0.000993605,0.001394768,0.00399418,0.001643377,0.000710937
"Tippecanoe, IN",2021,0.101675547,0.130304305,0.188031958,0.149633642,0.113294027
"Tipton, IN",2021,0.005413184,0.007408419,0.009735361,0.007461925,0.00518822
"Union, IN",2021,0.00032087,0.000344645,0.001058349,0.000779819,0.000132989
"Vanderburgh, IN",2021,0.116645016,0.150747677,0.180473357,0.168532475,0.136353528
"Vermillion, IN",2021,0.008582051,0.006058912,0.009784033,0.005505836,0.004950598
"Vigo, IN",2021,0.047375362,0.070782961,0.103651925,0.074124666,0.053528548
"Wabash, IN",2021,0.012165637,0.019938641,0.025790784,0.018595279,0.011738961
"Warren, IN",2021,0.002098404,0.001999117,0.002554743,0.001783378,0.001116803
"Warrick, IN",2021,0.025578415,0.061893788,0.060716301,0.031398179,0.020679224
"Washington, IN",2021,0.005751179,0.016008097,0.022947119,0.010676715,0.005090807
"Wayne, IN",2021,0.028262256,0.045907776,0.062649704,0.046849322,0.031368211
"Wells, IN",2021,0.01088929,0.017362844,0.022974044,0.016428534,0.010785227
"White, IN",2021,0.010459097,0.015021328,0.019334027,0.014312817,0.009251498
"Whitley, IN",2021,0.017505335,0.023988875,0.029513646,0.021104831,0.015790648
